customer_id,month_number,bill_amount,pay_amount,payment_status
326,1,0,0,1
327,1,650,325,-1
328,1,24898,3800,2
329,1,50396,44665,-2
330,1,99855,5200,2
331,1,-179,1000,1
332,1,9559,3000,0
333,1,10540,0,1
334,1,0,0,1
335,1,20571,1323,0
336,1,143464,5795,0
337,1,156882,10000,0
338,1,390,0,-2
339,1,46512,1974,0
340,1,882,6900,-1
341,1,92,92,-2
342,1,5916,1212,0
343,1,2393,0,-1
344,1,274731,11000,0
345,1,145403,5440,0
346,1,3097,0,-1
347,1,1370,4210,-1
348,1,47081,3000,0
349,1,138119,6600,0
350,1,17893,1411,0
351,1,39128,1541,0
352,1,-14386,10118,1
353,1,0,0,1
354,1,77057,3177,0
355,1,15899,3400,2
356,1,27679,1481,-1
357,1,141315,6349,0
358,1,194314,9010,0
359,1,83755,3000,0
360,1,49657,291,-1
361,1,507726,10000,4
362,1,71305,2589,0
363,1,45734,0,4
364,1,0,0,1
365,1,761,300,-2
366,1,-9,1529,1
367,1,47166,3000,0
368,1,2887,0,-1
369,1,0,0,1
370,1,20631,0,3
371,1,83538,0,2
372,1,99,2977,-1
373,1,34302,1640,0
374,1,22987,2500,0
375,1,173267,8100,0
376,1,19143,1640,0
377,1,20518,0,1
378,1,10833,14000,-1
379,1,69937,3500,0
380,1,20526,2000,0
381,1,89055,4200,0
382,1,1894,1500,2
383,1,100594,3000,0
384,1,2948,1105,-1
385,1,22619,10010,0
386,1,338106,15000,0
387,1,0,80000,1
388,1,63144,3500,-1
389,1,153249,7900,0
390,1,1131,291,-1
391,1,0,0,1
392,1,-1312,38621,1
393,1,103797,4400,0
394,1,20110,3000,0
395,1,38000,25000,-1
396,1,142428,10000,0
397,1,40810,2502,0
398,1,0,0,-2
399,1,104701,4002,0
400,1,120298,4007,2
401,1,156362,5233,0
402,1,41322,1488,0
403,1,1464,2091,-1
404,1,27879,1774,0
405,1,160432,7500,2
406,1,3858,2690,-2
407,1,26476,6000,0
408,1,507062,325,1
409,1,55607,11404,0
410,1,168382,10000,0
411,1,29332,0,1
412,1,190,0,-1
413,1,0,0,1
414,1,13668,0,1
415,1,14867,26734,-2
416,1,22500,5000,-1
417,1,7184,17507,-2
418,1,14811,2000,0
419,1,44338,3629,0
420,1,0,0,1
421,1,25265,1500,2
422,1,169661,8071,0
423,1,10237,2795,-1
424,1,104978,4500,2
425,1,192586,10000,0
426,1,11262,0,-1
427,1,9551,3000,2
428,1,199,199,-1
429,1,70119,3600,0
430,1,212601,6000,0
431,1,91894,3200,0
432,1,304867,13007,0
433,1,48123,2500,0
434,1,159760,6422,0
435,1,9210,6015,0
436,1,234752,10000,1
437,1,14072,0,-1
438,1,61807,2300,0
439,1,51044,2500,0
440,1,77024,3212,0
441,1,350,350,-1
442,1,83831,4000,0
443,1,0,0,1
444,1,122923,5704,0
445,1,246135,12026,0
446,1,37304,1600,0
447,1,146433,4500,0
448,1,46122,1260,-1
449,1,38564,5000,0
450,1,96304,4505,0
451,1,0,0,1
452,1,467150,0,2
453,1,255691,14000,0
454,1,156786,179,0
455,1,78129,2500,0
456,1,40034,2027,0
457,1,71034,0,1
458,1,23974,1800,-1
459,1,819,18163,-1
460,1,50927,2100,0
461,1,152510,5657,0
462,1,1689,8638,-1
463,1,20807,80000,0
464,1,30141,120093,0
465,1,0,0,1
466,1,208459,7536,-1
467,1,212795,8909,0
468,1,28114,1610,0
469,1,59372,10026,0
470,1,6160,3276,-1
471,1,355215,13802,0
472,1,366193,14020,0
473,1,2927,2790,-1
474,1,29295,1800,1
475,1,4158,2682,-1
476,1,27199,1900,0
477,1,50893,1800,0
478,1,66759,2518,0
479,1,600,0,-1
480,1,0,0,-2
481,1,44930,120041,0
482,1,131367,17000,0
483,1,41264,2112,0
484,1,77604,1700,1
485,1,2491,1709,-1
486,1,177554,7600,0
487,1,6865,15111,-1
488,1,93768,3317,0
489,1,396,1648,-1
490,1,16426,6277,-1
491,1,573,157,-2
492,1,28703,1300,2
493,1,98560,4000,0
494,1,28304,4000,0
495,1,8574,1203,0
496,1,508,1000,-1
497,1,203183,7521,0
498,1,16440,7403,0
499,1,66,0,-1
500,1,15912,1623,0
501,1,20344,2000,0
502,1,23132,0,1
503,1,221590,10000,0
504,1,19161,2000,0
505,1,0,0,-2
506,1,396,396,-1
507,1,3959,0,-1
508,1,42238,2500,0
509,1,21507,1700,0
510,1,884,0,-1
511,1,1261,1261,-1
512,1,240,240,-1
513,1,20223,53228,-1
514,1,29509,2000,2
515,1,18355,2900,0
516,1,94265,2385,0
517,1,68739,3060,0
518,1,13917,3000,0
519,1,10250,0,1
520,1,93844,6000,0
521,1,16496,1597,0
522,1,-58,33049,1
523,1,1210,390,-1
524,1,111496,6022,0
525,1,67374,3200,0
526,1,1692,13250,-1
527,1,18649,0,1
528,1,160837,0,2
529,1,-8,0,1
530,1,18763,14410,-1
531,1,34549,2836,0
532,1,97538,2454,0
533,1,4073,2400,0
534,1,53849,2050,2
535,1,2411,3068,-2
536,1,480,1675,-1
537,1,330759,13100,0
538,1,92007,5417,0
539,1,3257,1000,0
540,1,92638,600,1
541,1,399,0,-1
542,1,0,0,1
543,1,28778,0,2
544,1,30092,1553,0
545,1,12339,10000,-1
546,1,50620,5000,0
547,1,-65,0,1
548,1,0,0,-2
549,1,2403,7357,-1
550,1,52437,5024,0
551,1,4657,1500,0
552,1,28204,0,-1
553,1,50715,2500,0
554,1,0,6370,1
555,1,35285,2000,-2
556,1,37850,38187,0
557,1,5233,5401,-2
558,1,65299,11000,0
559,1,17208,2055,0
560,1,57192,2800,0
561,1,5780,12006,-1
562,1,640,2231,-2
563,1,631,2790,-1
564,1,108351,8005,-1
565,1,834,1,2
566,1,7244,8514,-2
567,1,13141,1600,0
568,1,7071,1510,-1
569,1,35429,1537,0
570,1,18751,1000,0
571,1,55788,8394,1
572,1,49809,2040,0
573,1,10900,10530,-1
574,1,3128,5156,-2
575,1,3367,4641,-1
576,1,279610,13000,2
577,1,475,475,-1
578,1,5994,13647,-1
579,1,5197,1300,0
580,1,7797,2687,-2
581,1,0,780,1
582,1,35785,15155,-1
583,1,1433,3757,-1
584,1,77766,4000,0
585,1,50300,2200,0
586,1,14603,1600,0
587,1,0,0,1
588,1,8817,23776,-1
589,1,131575,6700,0
590,1,5841,23194,-1
591,1,30341,5000,0
592,1,83255,4000,0
593,1,34976,1127,0
594,1,48747,2145,0
595,1,56700,2681,0
596,1,144678,5090,0
597,1,268112,9429,0
598,1,0,0,1
599,1,79243,3249,2
600,1,-475,10000,-1
601,1,23396,1426,0
602,1,390,390,-1
603,1,17862,1323,0
604,1,26450,3007,2
605,1,0,0,1
606,1,22746,0,1
607,1,9214,1351,0
608,1,40882,2000,0
609,1,3996,9120,-2
610,1,390,390,-1
611,1,44177,1006,0
612,1,3280,0,0
613,1,48226,2000,0
614,1,36650,0,2
615,1,115049,6000,1
616,1,21724,2100,0
617,1,0,0,1
618,1,137807,5000,0
619,1,58839,2018,0
620,1,80833,3315,0
621,1,36146,3000,0
622,1,340,0,-1
623,1,7624,0,0
624,1,0,0,1
625,1,491,0,-1
626,1,13168,1237,0
627,1,60040,2600,0
628,1,660,660,-1
629,1,29434,1465,0
630,1,4430,7193,-1
631,1,1440,0,-1
632,1,26795,2000,0
633,1,16591,1155,0
634,1,0,0,-2
635,1,46486,4086,0
636,1,550,228,-1
637,1,5630,1107,0
638,1,21986,1362,0
639,1,60125,1981,-1
640,1,56364,3000,0
641,1,148363,6900,0
642,1,100143,2500,0
643,1,46255,5000,0
644,1,276436,20000,0
645,1,29493,3200,0
646,1,214450,5180,1
647,1,35369,1027,2
648,1,77615,3100,0
649,1,186149,0,2
650,1,21075,0,8
651,1,0,0,-2
652,1,14348,1000,0
653,1,20137,1300,0
654,1,-200,0,1
655,1,8177,2500,0
656,1,2082,3597,-2
657,1,13820,2000,0
658,1,46923,2500,0
659,1,53261,4500,0
660,1,427,0,-1
661,1,14150,8106,-2
662,1,42856,3114,0
663,1,1034,40000,-1
664,1,5137,1300,0
665,1,24114,2000,0
666,1,130067,5540,0
667,1,61611,3011,0
668,1,25078,1500,0
669,1,97002,8200,1
670,1,5766,2000,2
671,1,99568,33000,2
672,1,12857,1541,0
673,1,96193,3600,2
674,1,2400,0,2
675,1,97797,4520,0
676,1,64762,0,2
677,1,145613,15000,2
678,1,71989,52129,0
679,1,3345,1087,-1
680,1,29033,1283,-1
681,1,26650,1532,0
682,1,0,0,-2
683,1,4259,1250,0
684,1,106468,8000,0
685,1,247276,10000,0
686,1,1548,0,-1
687,1,780,0,-1
688,1,162671,7500,0
689,1,123049,4310,0
690,1,51372,1853,0
691,1,60015,20000,0
692,1,1170,0,-1
693,1,159398,6163,2
694,1,55664,5800,0
695,1,43528,500,-2
696,1,0,0,-2
697,1,27966,1267,0
698,1,8792,0,-1
699,1,28026,41346,-2
700,1,43610,1655,0
701,1,0,8235,-2
702,1,5780,105,-1
703,1,8109,2000,0
704,1,52515,0,1
705,1,22582,4600,1
706,1,15448,1500,-1
707,1,58102,2500,1
708,1,12289,0,1
709,1,10476,1000,0
710,1,16326,1441,0
711,1,17681,1611,0
712,1,47912,1755,0
713,1,18886,0,1
714,1,0,1690,1
715,1,203,770,-2
716,1,34962,1613,0
717,1,80964,4000,0
718,1,69418,2382,0
719,1,0,0,1
720,1,45174,3000,0
721,1,23892,5300,0
722,1,7960,2000,0
723,1,0,3338,1
724,1,9192,13942,-1
725,1,25935,2000,0
726,1,7139,1400,0
727,1,12865,4484,-1
728,1,-14,2582,-2
729,1,49549,90000,0
730,1,546,0,-1
731,1,9935,1234,0
732,1,152856,6000,0
733,1,1278,0,1
734,1,316,316,-1
735,1,46132,2306,0
736,1,27345,1041,-2
737,1,101593,4000,0
738,1,142764,6540,0
739,1,92849,4346,0
740,1,17330,3000,2
741,1,109863,4380,0
742,1,1064,2007,-1
743,1,56764,2115,0
744,1,43048,3000,0
745,1,29484,10000,-2
746,1,21310,2000,0
747,1,10821,1221,0
748,1,280823,11000,0
749,1,390,390,2
750,1,37647,0,8
751,1,0,0,1
752,1,84710,4000,2
753,1,48036,2100,0
754,1,43346,4006,-1
755,1,873,1005,-1
756,1,110163,5600,0
757,1,4113,2000,0
758,1,9636,1222,2
759,1,25103,1509,0
760,1,31319,1564,0
761,1,43343,1300,1
762,1,197,0,-1
763,1,7967,67650,-1
764,1,19450,0,-1
765,1,240878,10000,0
766,1,2115,1117,-1
767,1,81665,2460,0
768,1,11442,3738,-1
769,1,158,0,-1
770,1,2257,4266,-2
771,1,10733,15206,-1
772,1,316,316,-1
773,1,11026,1174,0
774,1,113869,5498,0
775,1,7363,39,-1
776,1,29649,0,1
777,1,12716,16244,-2
778,1,1438,1261,-1
779,1,47858,2500,2
780,1,0,0,1
781,1,40732,5000,0
782,1,819,2184,-1
783,1,79580,3790,2
784,1,0,0,1
785,1,87764,2630,0
786,1,31421,22157,1
787,1,929,328,-1
788,1,2648,200,-1
789,1,11894,1284,0
790,1,55064,5000,-1
791,1,25382,1800,1
792,1,-54,600,1
793,1,5335,5400,-1
794,1,-288,0,1
795,1,46750,2320,0
796,1,97062,2800,0
797,1,0,0,-2
798,1,13801,1372,0
799,1,15355,3164,2
800,1,37148,2000,0
801,1,385,13032,-1
802,1,20610,0,4
803,1,2000,780,-1
804,1,6666,6666,-1
805,1,31037,3050,0
806,1,25239,1713,0
807,1,998,6861,1
808,1,16754,2400,0
809,1,31061,1750,0
810,1,2694,35888,0
811,1,70096,8100,0
812,1,99259,5000,0
813,1,0,0,1
814,1,24921,2000,-1
815,1,66055,3000,1
816,1,213738,20300,0
817,1,54968,0,2
818,1,4101,507,-1
819,1,2605,2605,-1
820,1,15380,4147,0
821,1,780,0,-1
822,1,48861,2000,1
823,1,55336,5085,-1
824,1,20243,1410,0
825,1,11058,2000,0
826,1,0,7042,1
827,1,27087,0,1
828,1,8755,1167,0
829,1,3035,199646,-1
830,1,20944,2360,0
831,1,2007,2000,-1
832,1,24310,0,8
833,1,152478,3001,0
834,1,550,0,-1
835,1,17246,2000,0
836,1,1598,2487,-1
837,1,22895,1600,2
838,1,15069,1600,0
839,1,88948,30000,0
840,1,0,0,1
841,1,79318,2000,1
842,1,67648,3039,0
843,1,0,0,-2
844,1,0,0,1
845,1,315201,25000,0
846,1,4290,4738,-1
847,1,205064,0,-2
848,1,47647,3700,2
849,1,151117,6500,4
850,1,726,0,-1
851,1,20035,2000,0
852,1,29095,2500,1
853,1,30400,500,0
854,1,44733,2100,0
855,1,4987,2000,0
856,1,26957,1333,-2
857,1,26461,3400,0
858,1,50485,2200,2
859,1,131041,7000,0
860,1,20218,1482,0
861,1,0,0,-2
862,1,1086,3552,-2
863,1,2450,0,2
864,1,15915,2330,0
865,1,43515,1739,0
866,1,28234,1484,0
867,1,119333,6000,0
868,1,29109,0,0
869,1,105192,3000,0
870,1,310403,12012,0
871,1,14591,1265,0
872,1,35660,2000,0
873,1,13655,8351,-2
874,1,4453,3310,-1
875,1,2946,0,-1
876,1,30606,1800,0
877,1,45335,6000,0
878,1,5924,5174,-1
879,1,23587,1800,0
880,1,15294,1300,2
881,1,4935,0,-1
882,1,0,0,1
883,1,224020,8750,0
884,1,47917,1988,0
885,1,51737,2930,0
886,1,49605,3000,0
887,1,1544,1300,-2
888,1,2488,13476,-1
889,1,24401,1454,0
890,1,149445,8046,0
891,1,772,340,-1
892,1,13611,3019,1
893,1,28408,1259,0
894,1,137574,6048,0
895,1,238,0,-1
896,1,100,100,-2
897,1,92610,4500,1
898,1,131864,5600,2
899,1,11315,1212,0
900,1,3877,11496,-1
901,1,0,2500,-2
902,1,4036,0,-1
903,1,168286,10000,0
904,1,154970,0,0
905,1,57364,2200,2
906,1,27772,3136,-1
907,1,4187,2300,2
908,1,22431,1500,0
909,1,7010,3000,0
910,1,79837,27465,0
911,1,86014,8300,2
912,1,386405,25016,-1
913,1,68075,3000,0
914,1,17187,7900,0
915,1,19882,1352,0
916,1,0,0,-2
917,1,54969,2087,0
918,1,0,0,1
919,1,471814,16044,0
920,1,22109,6000,0
921,1,0,0,1
922,1,27245,1800,0
923,1,8481,4980,0
924,1,1371,796,-1
925,1,27391,1767,0
926,1,11392,3500,-2
927,1,5902,1122,0
928,1,50342,1896,0
929,1,10737,21197,-2
930,1,1242,4034,-2
931,1,68411,2500,0
932,1,9955,3465,-1
933,1,1989,0,2
934,1,7851,1500,2
935,1,16906,1314,0
936,1,21062,2000,0
937,1,47585,10000,0
938,1,11874,0,1
939,1,15548,0,1
940,1,5150,10190,-1
941,1,42543,1900,0
942,1,1261,1261,-1
943,1,4785,3523,-1
944,1,1200,0,2
945,1,3779,3955,-2
946,1,15854,1000,0
947,1,219099,8131,0
948,1,47069,2169,0
949,1,190258,40012,0
950,1,2000,0,-1
951,1,12897,2011,-1
952,1,81074,3700,0
953,1,10889,29987,-2
954,1,3135,2833,-1
955,1,2410,2151,-1
956,1,117126,15315,0
957,1,21780,1325,0
958,1,6206,1120,-1
959,1,4439,33891,-1
960,1,1338,0,-1
961,1,8201,39,1
962,1,396,396,-1
963,1,33781,3000,0
964,1,27826,1600,-1
965,1,14937,3027,0
966,1,294827,20007,0
967,1,0,0,1
968,1,996,4102,-1
969,1,42784,3000,0
970,1,74189,2000,0
971,1,11973,20979,-1
972,1,133461,7010,0
973,1,10159,2710,2
974,1,50,8589,-2
975,1,134203,5000,0
976,1,49609,2100,0
977,1,6174,2000,1
978,1,666,662,-1
979,1,5591,1126,0
980,1,148747,5500,-1
981,1,63903,3000,0
982,1,34423,0,8
983,1,45106,81690,-2
984,1,44801,3000,0
985,1,49860,2500,-2
986,1,1018,6433,1
987,1,134736,6067,-2
988,1,0,0,-2
989,1,286732,10792,2
990,1,62847,2100,1
991,1,58300,7876,0
992,1,1215,0,-1
993,1,57376,2200,0
994,1,279846,7004,0
995,1,0,0,1
996,1,-200,0,-2
997,1,39716,1600,0
998,1,0,0,1
999,1,780,0,-1
1000,1,113348,0,2
1001,1,94453,3320,0
1002,1,81865,5000,0
1003,1,4989,0,-1
1004,1,0,0,1
1005,1,456,9664,-2
1006,1,2937,2024,-1
1007,1,1371,4077,-1
1008,1,166246,6700,0
1009,1,19785,5500,0
1010,1,80000,0,0
1011,1,164736,8833,0
1012,1,2744,2051,-1
1013,1,29747,30323,-1
1014,1,79148,2000,0
1015,1,92961,10125,0
1016,1,129689,5000,0
1017,1,2198,9155,0
1018,1,131795,6743,2
1019,1,-55,0,1
1020,1,4148,0,-1
1021,1,69398,2667,0
1022,1,142827,5000,0
1023,1,138398,5000,-2
1024,1,9918,1219,-1
1025,1,4040,4068,-2
1026,1,153099,7005,0
1027,1,62198,1600,0
1028,1,11343,75459,-1
1029,1,-5,3470,1
1030,1,30374,0,2
1031,1,1107,3891,-1
1032,1,764,1105,-1
1033,1,652,0,-1
1034,1,64195,3000,0
1035,1,-1540,0,1
1036,1,43356,0,1
1037,1,11109,78016,0
1038,1,149698,4834,0
1039,1,43979,2000,0
1040,1,2562,8769,-1
1041,1,70,0,-1
1042,1,1292,3951,2
1043,1,55349,2096,0
1044,1,90922,4273,0
1045,1,16233,5383,2
1046,1,26847,2500,0
1047,1,162105,10000,0
1048,1,42897,3821,1
1049,1,3000,3300,-2
1050,1,34704,2011,0
1051,1,279,0,2
1052,1,10000,10000,0
1053,1,28033,1525,0
1054,1,70476,2700,0
1055,1,1350,0,2
1056,1,18852,1500,0
1057,1,115056,0,1
1058,1,15890,2000,0
1059,1,20255,6000,0
1060,1,20500,2191,2
1061,1,9928,1500,0
1062,1,10750,1507,0
1063,1,284204,10261,0
1064,1,120151,4229,0
1065,1,29278,1600,2
1066,1,21586,239104,0
1067,1,87579,4172,0
1068,1,291,291,-1
1069,1,2159,1086,-1
1070,1,32691,4500,0
1071,1,1477,3710,-1
1072,1,390,5104,-1
1073,1,148341,8405,-1
1074,1,47615,75351,-1
1075,1,-19,3913,1
1076,1,94925,3889,0
1077,1,204198,7434,0
1078,1,172041,58761,-1
1079,1,316,316,-1
1080,1,2384,3603,1
1081,1,61383,1908,0
1082,1,8425,0,1
1083,1,34735,0,2
1084,1,47054,2000,1
1085,1,57314,2145,-1
1086,1,108616,9600,0
1087,1,354506,14600,0
1088,1,0,342,1
1089,1,28786,1500,0
1090,1,36513,2500,0
1091,1,22578,1397,0
1092,1,215316,6845,0
1093,1,198510,0,1
1094,1,0,0,1
1095,1,48657,0,1
1096,1,244663,10000,0
1097,1,2343,32322,-1
1098,1,0,0,1
1099,1,390,0,-1
1100,1,36802,2000,0
1101,1,5816,13,1
1102,1,24238,3462,0
1103,1,18256,2934,0
1104,1,1723,6876,-2
1105,1,18648,0,1
1106,1,6614,49094,-1
1107,1,7812,0,-2
1108,1,1188,2512,-1
1109,1,76962,4000,0
1110,1,31089,0,1
1111,1,83687,3900,1
1112,1,3424,155,-1
1113,1,84148,5006,0
1114,1,12633,80004,0
1115,1,38607,2000,0
1116,1,11862,1861,-2
1117,1,80463,3348,0
1118,1,18738,20,1
1119,1,-150,0,1
1120,1,-9,907,1
1121,1,176502,8000,2
1122,1,19977,2000,1
1123,1,48221,2571,0
1124,1,18012,1385,0
1125,1,75912,10000,-2
1126,1,2285,0,-1
1127,1,22369,14128,-1
1128,1,2995,2406,-1
1129,1,0,0,1
1130,1,47053,1842,0
1131,1,234328,8913,0
1132,1,0,3346,1
1133,1,256402,17944,3
1134,1,45159,4700,2
1135,1,15764,500,1
1136,1,59643,3200,0
1137,1,2522,0,-1
1138,1,19339,1703,0
1139,1,109006,4500,0
1140,1,147300,10000,0
1141,1,3400,1000,0
1142,1,19801,3000,0
1143,1,8432,3746,-1
1144,1,2515,0,-1
1145,1,98845,4600,2
1146,1,127418,10400,2
1147,1,2400,0,2
1148,1,71195,0,1
1149,1,149389,0,1
1150,1,2072,0,-1
1151,1,396,590,-1
1152,1,191493,1000,1
1153,1,50420,2500,2
1154,1,10705,1000,-1
1155,1,19739,0,1
1156,1,8760,5932,-1
1157,1,3820,2640,-1
1158,1,0,0,1
