customer_id,risk_tier,default_next_month,avg_utilization,utilization_trend,on_time_months,max_delinquency,delinquency_drift,consecutive_delays,payment_ratio,balance_volatility,credit_limit,risk_score,default_risk_score
13963,High Risk,1,0.8726722222222224,0.0233990476190476,2,2,2,3,0.0626186421156075,1557.3729696725402,30000,0.9902075,0.9902075
18215,Medium Risk,0,0.9027282051282052,-0.0453784615384615,4,2,2,1,0.0389356848520771,14494.330431815975,130000,0.9900665,0.9900665
16786,High Risk,1,0.7463861111111111,0.0124604761904762,2,2,2,3,0.0437933497821728,1767.0328142585995,60000,0.9900572,0.9900572
7216,High Risk,1,0.9317388888888888,0.0205647619047619,0,3,1,6,0.0553131190553597,1276.5806541956786,30000,0.9897556,0.9897556
6828,High Risk,1,0.7106222222222222,0.0283295238095237,0,3,1,6,0.0528637612995792,3442.539043593648,60000,0.98974305,0.98974305
674,High Risk,1,0.0766666666666666,-0.0028571428571428,0,7,5,6,0.0,244.94897427831785,30000,0.9897221,0.9897221
21534,High Risk,1,0.9610166666666669,0.005555238095238,2,2,2,3,0.0647777369676869,1391.8934944887126,30000,0.98972195,0.98972195
5350,Medium Risk,1,0.7867749999999999,-0.0874292857142856,2,2,2,2,0.0249161713533985,14020.153508432068,80000,0.9896998,0.9896998
29357,Medium Risk,1,0.48705,0.0325657142857142,2,2,2,2,0.0770002363638028,1327.3637029842273,20000,0.9896941,0.9896941
2435,High Risk,1,0.6715708333333333,-0.0233797619047619,0,3,1,6,0.0227301922733261,5659.084970204989,120000,0.9896896,0.9896896
9165,High Risk,1,0.9445611111111112,0.0186695238095238,2,2,2,3,0.052968215371862,1339.7424254932985,30000,0.98954844,0.98954844
9903,High Risk,1,0.0079166666666666,-0.0014999999999999,0,4,2,6,0.6511111111111111,199.37402037376887,60000,0.9893974,0.9893974
17698,Medium Risk,1,0.8049694444444443,-0.0778557142857142,4,2,2,1,0.0416283797116315,9605.385206573794,60000,0.9892832,0.9892832
7803,High Risk,1,0.64963,0.0133148571428571,0,2,0,6,0.0453240780556806,1253.1906080082151,50000,0.9892754,0.9892754
19862,Medium Risk,1,0.9930366666666668,-0.005642857142857,2,2,2,2,0.0337653808673335,1459.081274866711,50000,0.98923546,0.98923546
5261,Medium Risk,1,0.9478333333333334,0.0177857142857142,2,2,2,2,0.0330372957618773,1511.6579860096222,40000,0.9891348,0.9891348
2252,High Risk,0,0.0962366666666666,0.0107891428571428,2,2,2,3,0.2710240220085085,1183.3468496880646,50000,0.98903507,0.98903507
5683,Medium Risk,1,0.6647166666666667,-0.0716619047619046,4,2,2,1,0.0471872174740112,4068.166208502303,30000,0.988991,0.988991
16248,High Risk,1,0.6685499999999999,0.0240714285714285,2,2,2,3,0.0585312380671205,2335.479800811816,50000,0.98894835,0.98894835
21812,High Risk,1,0.9829333333333332,0.0271085714285714,0,3,1,6,0.0504171597221123,1166.147103356462,20000,0.9889337,0.9889337
5737,Medium Risk,1,0.6038074074074073,-0.0381104761904762,4,2,2,1,0.0411535125728439,7519.474946209121,90000,0.98892784,0.98892784
5925,High Risk,1,1.1365426470588236,-0.2372419327731092,3,4,5,3,0.2028224571763863,157445.33457775114,340000,0.9888868,0.9888868
23,High Risk,1,0.6320833333333334,0.0150983673469387,2,2,2,3,0.042437297020523,2194.01890754539,70000,0.9888371,0.9888371
24712,Medium Risk,0,0.5996305555555556,-0.0204284126984127,4,2,2,1,0.0493347396032542,8235.499080201515,180000,0.9887905,0.9887905
22507,High Risk,1,0.7477777777777778,0.0160704761904761,0,2,0,6,0.0448001402059581,1820.573828952472,60000,0.98877865,0.98877865
18013,High Risk,1,0.5673409090909092,0.0214698701298701,2,3,3,3,0.0601761164262702,5141.610049391144,110000,0.9887672,0.9887672
25549,High Risk,1,0.6401,0.0219142857142857,0,2,0,6,0.0543519858732456,1375.4599230802764,30000,0.98873305,0.98873305
3486,High Risk,1,0.8639433333333333,-0.0128234285714286,2,2,2,3,0.0564610803061733,3261.736924809644,50000,0.9886827,0.9886827
23778,High Risk,1,0.3157428571428571,0.0132555102040816,0,2,0,6,0.0698245606295091,1875.1755117854968,70000,0.9886812,0.9886812
25751,Medium Risk,1,0.1037611111111111,-0.0062828571428571,4,2,2,1,0.6715957758484099,1030.5057819666354,30000,0.9886313,0.9886313
907,High Risk,1,0.0558633333333333,-0.0140805714285714,1,2,3,3,0.9827565148697548,1930.6562010535863,50000,0.9886268,0.9886268
7003,High Risk,0,0.6297125,0.008175,0,2,0,6,0.0401775856473202,1351.3162472197248,80000,0.9885592,0.9885592
16789,High Risk,1,0.0793,9.645486223184961e-18,0,7,5,6,0.0,0.0,30000,0.98852855,0.98852855
16470,High Risk,1,0.6396944444444445,0.0147495238095237,0,2,0,6,0.0589534872688561,941.688996785386,30000,0.9883874,0.9883874
11246,High Risk,1,0.5502660000000001,0.0093861714285714,2,2,2,3,0.0358974819054898,10315.68770368704,500000,0.9883853,0.9883853
24330,High Risk,1,0.7741555555555556,0.0297580952380952,2,2,2,3,0.0560624542847932,1756.639253423043,30000,0.9883712,0.9883712
21213,High Risk,0,0.8707666666666666,0.0342742857142856,2,2,2,3,0.0722836892630166,1405.8914135404152,20000,0.98835516,0.98835516
15087,High Risk,1,0.5761948717948718,0.0130287912087912,2,2,2,3,0.0487257371662994,7520.674428976877,260000,0.9883471,0.9883471
29139,High Risk,1,0.6465000000000001,0.0132326530612244,0,2,0,6,0.0428365959520492,1735.2195250169357,70000,0.9883455,0.9883455
24449,Medium Risk,1,0.8871875,-0.0121433928571428,4,2,2,1,0.0368381519313896,11651.51090631597,320000,0.98833174,0.98833174
17478,Medium Risk,1,0.2739666666666667,0.0186171428571428,2,2,2,2,0.0796261668242604,2235.888100956754,60000,0.9882946,0.9882946
5884,Medium Risk,1,0.7993583333333333,-0.0586242857142857,4,2,2,1,0.0645918372400615,3587.076771783212,20000,0.98828787,0.98828787
11344,Medium Risk,1,0.6705533333333333,-0.0511965714285715,4,2,2,1,0.0493091855619639,5324.810669560625,50000,0.9882748,0.9882748
17586,High Risk,1,0.7887666666666667,0.0167142857142857,0,3,1,6,0.0535801272964435,781.7131613748527,20000,0.9882613,0.9882613
26644,High Risk,1,0.5461583333333333,0.0377271428571428,2,2,2,3,0.1063935864998698,1686.4128102770885,20000,0.98816574,0.98816574
14547,Medium Risk,1,0.9510369047619048,0.0188969387755101,2,2,2,2,0.0332625175241357,5898.5659754440885,140000,0.9881654,0.9881654
16544,High Risk,1,0.5109333333333334,0.0514714285714285,2,3,3,2,0.1131842125907786,2237.652847665756,20000,0.98808426,0.98808426
7409,High Risk,1,0.949961111111111,0.027867619047619,0,3,1,6,0.0490081898143448,1669.98436120422,30000,0.98796576,0.98796576
1880,High Risk,1,0.5782611111111111,0.0130695238095238,0,2,0,6,0.0472003992640978,765.7141546730521,30000,0.9879331,0.9879331
8636,Medium Risk,1,0.6650166666666667,0.0703971428571428,2,2,2,2,0.127324303153271,2733.597458783328,20000,0.98792285,0.98792285
20914,High Risk,1,0.533525,0.0350585714285714,2,2,2,3,0.1045209203719238,1413.9432449713108,20000,0.9878978,0.9878978
26765,High Risk,1,0.6563842105263158,0.0181873684210526,2,2,2,3,0.0536041479599038,7110.619691700576,190000,0.98789704,0.98789704
17414,High Risk,1,0.5606888888888889,0.0177980952380952,0,2,0,6,0.0637687603218219,1053.4679238907402,30000,0.987698,0.987698
2393,High Risk,1,0.8308,0.0192754285714285,0,3,1,6,0.0401354194929928,1918.775338594907,50000,0.9876303,0.9876303
9583,Medium Risk,1,0.5830888888888889,0.026447619047619,2,2,2,2,0.0514524417130373,1574.3906334409726,30000,0.98756033,0.98756033
16452,High Risk,1,0.5416888888888889,0.0144704761904762,0,2,0,6,0.0540313955950552,921.743926840132,30000,0.9875572,0.9875572
21848,High Risk,1,0.5861500000000001,0.0236531428571428,2,2,2,3,0.0563733358902747,2358.0022688708336,50000,0.98755556,0.98755556
16635,High Risk,1,0.29545,-0.021467619047619,2,2,2,3,0.0830873161830518,1280.5314131250354,30000,0.9874737,0.9874737
10315,Medium Risk,1,0.78035,0.0218580952380951,3,2,2,2,0.0480359243941874,1357.526390167057,30000,0.9874659,0.9874659
6362,Medium Risk,1,0.6659333333333334,-0.0360725714285713,4,2,2,1,0.0350246444415525,7315.316634751134,100000,0.9874192,0.9874192
24320,Medium Risk,1,0.8430999999999998,0.05756,4,2,2,1,0.08841595876484,1118.957550580003,10000,0.9874154,0.9874154
28959,Medium Risk,1,0.8635222222222224,0.005056,3,2,2,2,0.0344945719326097,8597.824531046599,150000,0.9873372,0.9873372
4570,High Risk,1,0.5844722222222222,0.0183647619047619,0,2,0,6,0.0780026917872942,1261.2272462433828,30000,0.987316,0.987316
2855,High Risk,1,0.3477633333333333,0.0128794285714285,0,2,0,6,0.0573402508803246,1272.0813522203157,50000,0.98730785,0.98730785
15537,High Risk,1,0.65965,0.0176428571428571,0,2,0,6,0.0471087905886073,1829.8623718739068,50000,0.9872716,0.9872716
21247,High Risk,1,0.281825,0.0099648571428571,0,2,0,6,0.0616292231902691,2036.8727746229024,100000,0.9872564,0.9872564
13690,Medium Risk,1,0.8173712121212121,-0.0548064935064935,4,2,2,1,0.0457190499828243,12290.760487726811,110000,0.9872251,0.9872251
28605,Medium Risk,1,0.4947833333333333,0.0140085714285714,4,2,3,1,0.2037675673601547,1597.266007902253,30000,0.9871956,0.9871956
27858,High Risk,1,0.6890666666666666,0.0277657142857142,0,3,1,6,0.0653714211005536,1243.2992667361573,20000,0.98717636,0.98717636
14543,High Risk,1,0.6126666666666667,0.0216045714285714,2,2,2,3,0.0548815738983472,2100.505431239507,50000,0.98716056,0.98716056
22417,High Risk,0,0.8502230769230769,0.0078443956043956,2,2,2,3,0.0364999595595523,2867.4975850033425,130000,0.98711187,0.98711187
16092,Medium Risk,1,0.7964083333333333,-0.0861825714285714,3,2,2,2,0.0264979208602042,17859.646596914135,100000,0.9871033,0.9871033
7993,High Risk,1,0.6748833333333333,0.0086211428571428,0,3,1,6,0.0491354937372037,1166.127508751366,50000,0.98708665,0.98708665
6417,Medium Risk,1,0.9814818181818182,0.0027714285714285,2,2,2,2,0.0326421622656644,2651.7904140410496,110000,0.98706645,0.98706645
16126,Medium Risk,1,0.6032444444444445,0.0216438095238095,3,2,2,2,0.0576913088452798,1327.8463264499649,30000,0.9870003,0.9870003
