customer_id,avg_utilization,utilization_trend,on_time_months,max_delinquency,delinquency_drift,consecutive_delays,payment_ratio,balance_volatility
91,0.7184724999999998,0.011063285714285694,0,2,0,6,0.0381435061867294,4158.173529327511
92,0.009142857142857144,-0.0038489795918367356,6,0,2,0,0.0,3098.238983680891
93,0.005925,-0.0019042857142857112,6,-2,0,0,0.0,2559.362713645723
94,0.004335416666666667,-0.0016439285714285707,6,-1,1,0,0.5574665191238225,610.7312556817988
95,0.5495527777777778,-0.11531761904761903,6,0,0,0,0.03425894203273849,14904.857696961304
96,0.6568814814814815,-0.15292063492063487,6,0,0,0,0.03375694066598039,29294.15102484908
97,0.02706481481481481,0.006916349206349207,6,0,1,0,2.904170540184223,8520.92693705718
98,0.5326788888888888,-0.04199714285714282,6,0,0,0,0.04728919963732333,19221.20264100732
99,0.27931333333333336,-0.04905371428571429,6,0,0,0,0.04098787464038797,4751.430886234869
100,0.7768083333333333,-0.13535857142857136,6,0,1,0,0.05103869333169118,7570.499783149502
101,0.016284523809523808,-0.005506326530612244,6,-2,0,0,5.051477188381712,3911.5294408538794
102,0.058158771929824556,0.020503909774436092,6,0,2,0,0.04275178857697128,17276.265263842954
103,0.958685763888889,0.021815654761904765,4,2,2,2,0.048727666807129956,26808.4820414485
104,0.6845533333333332,-0.09440114285714284,6,0,0,0,0.03394106247221806,9080.58937881604
105,0.9501055555555555,-0.0024476190476190873,1,2,2,5,0.04024167475573381,2176.291861554113
106,0.07645,0.04275306122448976,6,-1,1,0,0.012564866121351477,10612.190419512835
107,0.03721875,-0.010671785714285714,6,-1,0,0,0.8123018940053749,1827.5359093599227
108,0.005231904761904761,0.0015942040816326528,6,-1,0,0,1.926700283373872,1780.2228418562286
109,0.8729974358974358,-0.12012571428571432,6,0,1,0,1.0864912705971517,60016.17576842652
110,-0.0002861111111111111,8.139311417627498e-21,5,1,3,1,0.0,0.0
111,0.32302020202020204,0.00013264069264068548,5,2,2,1,0.05141918576437541,1083.1979812881239
112,0.31046333333333337,0.015622285714285719,5,2,2,1,0.0775117442767668,1478.5962825148272
113,0.5089333333333333,0.0121657142857143,0,3,1,6,0.0483239032948883,7300.13990733511
114,0.5586433333333333,0.017642285714285676,6,0,0,0,0.05336505029244417,3427.724881997776
115,0.39703333333333335,0.004443428571428555,6,0,0,0,0.04633250796575094,561.6709594296883
116,0.6536666666666667,0.025638095238095227,3,3,4,2,0.05516444800653455,1645.6070004712547
117,0.005177777777777778,0.0006904761904761914,6,-1,0,0,3.6322126169066657,2172.709521925714
118,0.20629583333333332,0.009863571428571449,5,2,2,1,0.08046116671611177,1520.6558672713122
119,0.029928333333333335,-0.0033585714285714273,6,-1,0,0,0.9212195995589996,4600.610510211299
120,0.14562708333333335,-0.047167261904761885,6,0,1,0,0.26133843792110156,26117.499740595387
121,0.9674833333333334,0.020353714285714277,0,3,1,6,0.03589352585877813,2024.2811481280623
122,0.0,0.0,5,1,3,1,0.0,0.0
123,0.0,0.0,5,1,3,1,0.0,0.0
124,0.8744827956989246,-0.07119539170506908,5,2,2,1,0.03282662752326634,44667.92358579775
125,0.9341666666666667,-0.021542857142857228,6,0,0,0,0.037406800106649464,1517.608601275924
126,0.0,0.0,5,1,3,1,0.0,0.0
127,0.5147375,-0.001854142857142816,6,0,0,0,0.03575932650533823,4192.85882185413
128,0.6193351851851852,-0.06326412698412696,6,0,0,0,0.02130450951016102,26762.876666507036
129,0.10182666666666666,0.015384000000000002,6,0,0,0,0.22476264894412593,1446.826273837556
130,0.7336805555555556,-0.14003857142857137,3,3,3,3,0.03297001112693894,17302.28765703156
131,0.18208888888888888,0.028849523809523814,5,1,3,1,0.4970803073385663,4580.542049437671
132,0.007832638888888889,0.00015321428571428617,5,1,2,1,5.72161571499926,1395.3877477843453
133,0.5356789682539682,-0.030356394557823137,6,0,0,0,0.04004754434166651,24198.630320054617
134,0.6915742424242425,-7.090909090914201e-05,6,0,0,0,0.03585598854595574,844.5518930178299
135,0.6860111111111111,-0.16490285714285707,6,0,0,0,0.023927536251106232,11121.187538508046
136,0.05396388888888889,0.0026240476190476187,3,2,2,3,0.06483270173884961,1341.5108895073
137,0.15647666666666665,0.017164380952380952,6,0,0,0,0.14179078052671168,4825.3427546652065
138,0.03433015873015873,-0.002404353741496599,6,0,0,0,0.18580543535166869,1853.1112936536397
139,0.023106666666666664,-0.006022857142857141,6,-1,1,0,3.3331560283687947,2333.286666199991
140,0.6944333333333333,-0.16085142857142856,6,0,0,0,0.05064731999903111,16935.136133691594
141,0.0,0.0,5,1,3,1,0.0,0.0
142,0.0035444444444444442,-0.0010050793650793657,6,-1,0,0,2.05308734939759,642.2647429214841
143,0.3316233333333333,0.037840571428571425,2,2,2,4,0.19161827483177166,4804.1501398964065
144,0.06665490196078433,0.003089747899159665,6,-2,0,0,1.0068019076513972,2374.977698140904
145,0.22091666666666668,-0.041365714285714186,6,0,1,0,3.8094995991931633,5964.170375388909
146,0.16061333333333336,0.02383314285714285,5,3,3,1,0.16713784702858706,2311.2592815750177
147,0.10295294117647058,-0.010306218487394958,6,0,0,0,0.03210894118848581,4313.15508647672
148,0.6618941666666667,-0.11086900000000001,4,2,2,2,0.14698326230218992,50870.33393016667
149,0.1290625,0.0045807142857142834,2,3,3,4,0.0708178006647787,952.4360345975996
150,0.013485897435897433,-0.0005876923076923064,5,1,3,1,0.17199862401100793,8812.580567953219
151,0.4896702380952381,-0.04490551020408163,5,2,2,1,0.039325645536504465,11963.214173735529
152,0.5344333333333333,-0.03459214285714288,6,0,0,0,0.2634856134162766,7644.636856428609
153,0.002259047619047619,-0.0008267755102040811,5,1,3,1,2.490878244833854,1107.6170216580579
154,0.5783458333333333,-0.024837653061224544,6,0,0,0,0.1955725275255943,38459.20973923758
155,0.38928888888888885,0.03285904761904762,6,0,0,0,0.1276948260751355,1855.3461851273648
156,0.26545238095238094,0.03917183673469388,6,0,0,0,0.17505104109803601,10496.222533210062
157,0.47950583333333335,-0.012392142857142806,6,0,0,0,0.039322963335894016,6603.059455030423
158,0.8484666666666666,-0.07691428571428569,6,0,0,0,0.03698282220020064,30175.791255022075
159,0.6392468253968254,0.036315238095238095,0,6,4,6,0.08166639373267044,14281.202980374821
160,0.26628,0.005812571428571432,4,3,3,2,0.04836922550140781,616.0084415006015
161,0.9033111111111111,0.02061714285714285,1,2,2,5,0.05228092949988158,1459.8277523963802
162,0.011319999999999998,0.0012891428571428574,4,2,3,1,1.3331908831908832,314.68079064347097
163,0.002090229885057471,-0.0003604926108374387,6,0,1,0,0.8769049768696308,344.89674783428546
164,0.612628,0.010670171428571448,5,2,2,1,0.04476264677787639,6571.552297593013
165,0.4175111111111111,0.020343809523809517,6,0,0,0,0.06897076099507744,2352.3388928185213
166,0.8171803030303031,-0.061885454545454556,6,0,0,0,0.03907156741085159,15262.888840801623
167,0.02840990990990991,0.0010023166023166016,6,-2,0,0,1.4022564713639982,4720.619140183485
168,0.5168149999999999,-0.2183048571428571,4,2,3,2,0.016953361456133794,41659.94091570462
169,0.8758351851851852,0.03767460317460321,5,2,2,1,0.05336834824543552,6661.795986568987
170,0.5711966666666667,-6.914285714285116e-05,6,0,0,0,0.03971713029229459,632.3715416325016
171,0.11124012345679013,-0.009456613756613759,6,0,0,0,0.10512697233454393,4876.173311795497
172,0.006544444444444444,0.00029295238095238197,6,-1,0,0,1.104439861301938,1715.742482619891
173,0.17929000000000003,-0.025644000000000007,6,0,1,0,0.7881340288975437,4127.7755631817
174,-0.03856333333333333,-0.01296742857142857,5,1,3,1,0.0,1342.4943078712352
175,3.564814814814815e-05,-6.111111111111109e-06,5,1,3,1,0.0,31.43511836571745
176,0.526378205128205,0.012169010989010997,0,3,2,6,0.036118462573315135,3144.6615981161895
177,0.03255,0.0008071428571428483,6,0,2,0,1.486616589676806,2555.733867209182
178,0.7349433333333333,-0.12880514285714287,3,2,2,2,0.034612940935742735,13005.919520228728
179,0.6992833333333334,-0.0019000000000000306,6,0,0,0,0.0828212944716889,1271.8007181420628
180,0.67408125,-0.20150535714285714,5,2,2,1,0.032411533587851864,33983.10764335716
181,0.08212569444444445,-0.0064765476190476075,5,2,3,1,8.975178099791384,10641.69132077541
182,0.26976458333333336,-0.05077678571428576,6,0,1,0,0.22932037779975453,13884.307723709766
183,0.19308100000000003,0.004313771428571434,6,0,0,0,0.45245378598321234,26640.326722846323
184,0.6178972222222222,-0.16129380952380945,6,0,0,0,0.054353759441108374,19829.416858966546
185,0.42419999999999997,-0.10869428571428569,6,0,1,0,0.2392618671780563,5377.56231019223
186,0.1539183333333333,0.004711714285714284,3,2,2,2,0.06111890683817678,998.7883492846053
187,0.07571574074074074,0.00013412698412699063,5,1,2,1,6.432564388444379,28198.70630838703
188,0.985485,-0.007672857142857099,0,2,0,6,0.030516587303464047,4722.088775107897
189,0.07402820512820513,0.0223934065934066,5,1,2,1,0.2521821199530621,5824.615409335338
190,1.048266666666667,-0.013299999999999984,0,5,4,6,0.014168498262968973,566.9997060551854
191,0.19018279569892474,-0.007776221198156669,6,0,0,0,0.11397474202461289,7938.860438795146
192,0.3611611111111111,0.011443809523809523,4,2,2,1,0.05324160572360986,1403.4977259214447
193,0.04245740740740741,0.012597460317460308,6,0,2,0,0.056225710446294284,8560.938468805081
194,0.06318425925925926,-0.0239195238095238,5,2,4,1,0.43177531223361015,9837.829769144548
195,0.2829,-0.17602857142857145,6,0,1,0,7.417897951794424,18681.626214010386
196,0.7625299999999999,0.01499828571428573,0,2,1,6,0.035986261821203507,1406.5517765087782
197,0.0017955555555555554,0.001450666666666666,6,-2,0,0,0.0,604.6839394813348
198,0.8625916666666668,-0.0128528571428572,6,0,1,0,0.4418941947185116,4380.664032617277
199,0.0021523333333333334,0.0003343428571428572,6,-1,1,0,5.533006591146584,757.5775647857233
200,0.6547444444444445,-0.2154419047619047,3,2,2,3,0.016968450734711663,14603.12818086134
201,0.0006944444444444445,-0.0005952380952380954,6,-2,0,0,0.0,306.18621784789724
202,0.1558,-0.016099183673469384,4,2,2,1,0.2841617101401468,6742.712421570417
203,0.07647142857142858,-0.017418367346938766,6,0,1,0,3.109314980620242,6356.374595632325
204,0.9567972222222223,0.02429238095238095,6,0,0,0,0.04238785736479802,5458.86232347608
205,0.5568421296296296,-0.049090396825396856,6,0,0,0,0.031021398356593486,36162.65310740719
206,0.8245083333333333,0.13135571428571435,6,0,1,0,16.49419681479937,7980.179306673922
207,0.0050550000000000005,-0.001485428571428571,6,-1,0,0,1.0069481435061884,498.98847682085807
208,0.007664285714285715,-0.0019247619047619048,6,-1,0,0,1.9889620977123441,1520.2069267043878
209,0.81543125,-0.10230964285714281,6,0,0,0,0.03577081199055327,17204.562240870877
210,0.009829292929292929,-0.004328138528138529,6,-1,1,0,0.3158538410048341,3108.5626689302353
211,0.3181659090909091,-0.06881077922077922,6,0,1,0,0.02802732341149459,51879.0533789891
212,0.001892063492063492,0.001136054421768707,5,1,3,1,2.638749532280721,499.23768554333583
213,0.8997708333333333,-0.03841071428571423,6,0,0,0,0.03886582849138171,3094.8592482803906
214,0.5755722222222222,-0.16008285714285722,5,2,2,1,0.09052949848558632,9337.570699419988
215,0.7102191489361701,0.014865653495440709,2,2,2,4,0.028484876553369228,71758.14339014074
216,0.0195,0.00437142857142857,5,2,3,1,1.4567307692307692,402.8275065086792
217,-0.003941666666666666,-4.1215506292091107e-19,5,1,3,1,0.0,0.0
218,0.9808520833333333,-0.0037432142857142946,5,2,2,1,0.041454325693337846,1272.3102478038393
219,0.6876469696969697,-0.052236623376623346,6,0,0,0,0.06187264783880214,10887.53921539053
220,0.0032752688172043016,-0.0019236866359446992,6,-1,1,0,0.5362246374660472,1815.9298077477185
221,0.3173912037037037,0.006747539682539663,3,2,2,3,0.047929956203144636,5240.956531652086
222,1.0128373737373737,-0.002131948051947996,6,0,0,0,0.03651039188691735,2121.3666035522165
223,0.795175,-0.062073238095238084,6,0,0,0,0.05436905087628937,43468.61483300336
224,0.22774375,-0.043333035714285706,6,0,0,0,0.09814080216013622,30130.21621561983
225,0.8132266666666667,-0.11201142857142855,3,3,3,3,0.1874587438595232,11513.862821254503
226,0.7569627450980393,-0.003831596638655488,6,0,0,0,0.06281957723324569,2061.9707725054363
227,0.003992380952380952,-0.002096163265306122,6,-1,1,0,0.3036484770448981,1411.2289207165034
228,0.9038416666666667,0.028404285714285743,6,0,0,0,0.07267900926984654,1247.01875152969
229,0.6750033333333333,-0.1500222857142857,5,2,2,1,0.043633915465204426,15134.89335828524
230,0.5326,-0.22096857142857138,4,2,2,2,0.01925052331856521,8651.455438248526
231,0.4431,-0.1466457142857143,6,0,0,0,0.0924826202989965,14219.493521219383
232,0.7888000000000001,-0.08809999999999994,3,2,2,2,0.19890080029027365,3511.663024835954
233,0.6584933333333334,-0.0810800000000002,6,0,2,0,2.907794967383342,40778.49693976798
234,0.7263666666666667,0.020362406015037613,3,2,2,2,0.04265503087317623,7649.219611611807
235,0.4883166666666667,-0.11558380952380957,6,0,0,0,0.03586966944256714,15557.88771009741
236,0.08719166666666667,0.01672999999999998,6,-1,0,0,2.977896981166426,6886.58602405188
237,0.4442,-0.1364072380952381,6,0,0,0,0.037283212765756656,41385.13350951039
238,0.014388888888888889,0.002174421768707483,6,-1,1,0,1.4578014921209368,3014.0633481509094
239,0.9119631944444445,-0.020052023809523783,6,0,0,0,0.03875429009147984,11247.440480690115
240,0.13792142857142856,-0.007057959183673469,6,0,0,0,0.12078676311109517,2682.17404356988
241,0.12343333333333334,-0.07525238095238096,3,2,4,3,0.0,10628.675458400261
242,0.8041466666666667,-0.11764685714285714,6,0,0,0,0.06197573022143881,13949.058286015823
243,0.5641133333333334,0.009275428571428596,6,0,0,0,0.0473344519277294,966.4145418331963
244,0.013550000000000001,-0.004382857142857141,4,2,3,2,0.14978230859084635,2206.113596349925
245,0.0034055555555555558,-0.0009742857142857143,2,2,3,4,1.1625879904353171,77.51752490028733
246,0.6657416666666668,-0.2297071428571429,6,0,2,0,0.048994723071845846,10317.295971652004
247,0.042278,-0.028468914285714294,6,0,1,0,1.4634443825737176,20799.4762986956
248,0.32749666666666666,-0.009826857142857122,6,0,0,0,0.04204199990524854,2978.9000430807787
249,0.12929545454545452,-0.010381385281385285,5,2,2,1,0.06256563180978951,9310.13402159174
250,0.3929033333333334,-0.04954685714285718,6,0,0,0,0.06230092509556422,7902.159183834927
251,0.8028733333333334,-0.10798628571428566,3,2,2,3,0.049237653526362286,11278.22825920218
252,0.7508888888888888,-0.16440761904761902,6,0,0,0,0.0467257868474742,11427.391630055681
253,0.7517130952380953,0.006999387755102101,6,0,0,0,0.03977008364348387,2116.4450776400195
254,0.35144895833333334,0.03674196428571427,6,0,1,0,2.370562090522086,35058.60360833938
255,0.014179166666666665,-0.006229142857142858,6,0,1,0,1.0036143113617897,6908.726732666929
256,0.5785066666666666,0.0044811428571429,6,0,0,0,0.03961465843936593,821.1354740033258
257,0.03225595238095238,0.020656938775510194,6,0,1,0,3.885464593304268,8254.014669642082
258,0.08563229166666665,0.005100535714285726,6,0,1,0,1.6878584087410324,19282.21550980765
259,0.10361666666666668,-0.08881428571428576,6,0,2,0,0.0,25380.796218138366
260,0.8556363636363636,-0.05151766233766233,5,2,2,1,0.03678999671793793,22831.07784577855
261,0.16771601307189543,-0.013911316526610634,6,0,0,0,0.47790510951804244,26275.34073930663
262,0.6740033333333333,-0.07284857142857142,6,0,0,0,0.08944332038982385,8128.363363350993
263,0.06591354166666667,0.016001607142857147,5,2,3,1,1.0683917275318866,6383.1726724777445
264,0.03893840579710145,-0.020033913043478256,6,-2,0,0,3.934573120798339,20524.80574735524
265,0.07302916666666666,0.011489999999999981,6,-1,0,0,7.229625377952711,6645.490701721482
266,0.007893333333333334,-0.005321142857142861,6,-1,1,0,0.5,2440.687116367028
267,0.8689333333333332,0.05153714285714286,5,2,2,1,0.08202461634396076,1059.181507894972
268,0.45869358974358976,-0.11427450549450549,6,0,0,0,0.02253272202362191,28829.946731942928
269,0.8665625,0.0042150000000000295,6,0,0,0,0.04424932034841129,660.8675358950536
270,0.24572333333333338,-0.03277542857142855,3,3,4,3,0.15070465643043102,4754.934969762117
271,0.3003483333333334,-0.08449628571428573,6,0,0,0,0.06429696598288835,20169.113906333783
272,0.006130555555555556,-0.0015252380952380947,5,2,3,1,0.35601265822784806,481.23078316610906
273,0.0,0.0,5,1,3,1,0.0,0.0
274,0.06739250000000001,0.0020238571428571384,6,0,0,0,0.14775420750107715,1859.543465477481
275,0.0,0.0,6,-2,0,0,0.0,0.0
276,0.6327452380952381,-0.19212775510204075,6,0,0,0,0.12258708487301499,27363.36274229954
277,0.010159057971014494,0.006602422360248445,5,2,3,1,2.658869395711501,8845.008997545829
278,0.00912,-0.002400000000000001,6,-1,0,0,0.8788927335640139,342.92856398964494
279,0.7059699999999999,-0.15861314285714279,6,0,0,0,0.033726300252231424,16826.81931619877
280,0.40267400000000003,-0.0014055999999999975,6,0,0,0,0.04459014725643192,2256.551683432046
281,0.03582222222222222,-0.013127619047619042,6,0,2,0,0.5317583549657493,1012.9115788985071
282,0.30036666666666667,-0.06759005291005289,6,0,1,0,0.4286455031147683,34627.05249367899
283,0.7038990740740741,-0.10188428571428572,6,0,0,0,0.03587992615070721,35329.86223815013
284,0.5386366666666668,0.006604571428571434,6,0,0,0,0.06267827478493021,1741.4093908862058
285,0.48370797101449275,-0.056199875776397554,6,0,0,0,0.046743150105855565,41253.889442895765
286,0.16749126984126986,-0.08544802721088438,6,-1,0,0,6.068358805367452,39139.53571731104
287,0.2848968253968254,-0.009152925170068056,5,2,2,1,0.03922345596069505,6590.15057996907
288,0.3137041666666667,-0.04420357142857146,6,0,0,0,0.03497037457028221,37887.650850464015
289,0.67273,-0.029658285714285672,5,2,2,1,0.03259878980393169,7827.878844233603
290,0.03895625,-0.001957738095238093,6,0,0,0,0.12552409760927308,2663.1671183010653
291,-0.20015416666666663,-0.17384193877551013,6,-1,0,0,0.7478179430072526,138915.66426492968
292,0.0,0.0,5,1,3,1,0.0,0.0
293,0.07206666666666667,0.0026361904761904773,0,3,1,6,0.18396643924027292,364.8320161389348
294,0.9474666666666667,0.043954285714285765,5,2,2,1,0.11629911073017973,1228.3157031751514
295,0.0,0.0,5,1,3,1,0.0,0.0
296,0.8157983333333334,-0.07798457142857138,6,0,0,0,0.03724955913664317,32521.52004237604
297,0.010784722222222222,-0.0004897619047619058,6,-1,0,0,0.9906400851131041,813.6843163455142
298,0.6813079365079364,-0.00533523809523809,6,0,0,0,0.03809585920769273,6052.853960460855
299,0.16288095238095238,-0.027186938775510216,6,0,0,0,0.04378800609621867,16918.161941140846
300,0.02522222222222222,0.00565714285714286,5,1,3,1,0.2608991833861956,8582.421212377465
301,0.7714183333333334,-0.07657628571428572,6,0,0,0,0.03363530914082584,16741.31865077141
302,0.0,0.0,6,-2,0,0,0.0,0.0
303,0.5143366666666668,-0.16525657142857142,6,0,0,0,0.0623303369085664,19276.797985315578
304,0.8203916666666666,-0.00813571428571422,5,2,2,1,0.11808171229684046,5818.96466449717
305,0.015196666666666666,0.0066077142857142845,6,0,1,0,1.2937380000859275,2695.856054515275
306,0.019484848484848483,-0.0022659740259740224,6,-2,0,0,1.9459631847036076,2033.7164666360616
307,0.015843,-0.005829314285714285,6,-1,0,0,0.4709660084581386,8950.981527184602
308,0.0028972222222222225,-0.0014899999999999994,5,1,3,1,0.0,2129.0148347690456
309,0.40479444444444446,0.03346761904761904,0,4,2,6,0.12358045407307243,1888.5621426542118
310,0.18308888888888888,-0.045531428571428605,6,-1,0,0,8.629092957235953,7336.105524504584
311,0.00881375,2.6928571428571748e-05,6,0,1,0,1.5699949194556497,1585.209481425089
